"Mass","formula","El_comp","HC","OC","AImod","NOSC","C","H","O","N","S","P","Class"
225.999371,"C8H5O7N1","CHON",0.62,0.88,0.7143,1.5,8,5,7,1,0,0,"condensed aromatic"
226.0357308,"C9H9O6N1","CHON",1,0.67,0.4,0.6667,9,9,6,1,0,0,"unsaturated/lignin"
226.0721256,"C10H13O5N1","CHON",1.3,0.5,0.2308,0,10,13,5,1,0,0,"unsaturated/lignin"
226.0833773,"C9H13O4N3","CHON",1.44,0.44,0,0.4444,9,13,4,3,0,0,"unsaturated/lignin"
226.1084555,"C11H17O4N1","CHON",1.55,0.36,0.125,-0.5455,11,17,4,1,0,0,"aliphatic"
226.1812792,"C13H25O2N1","CHON",1.92,0.15,0,-1.3846,13,25,2,1,0,0,"aliphatic"
227.0197513,"C9H8O7","CHO",0.89,0.78,0.4545,0.6667,9,8,7,0,0,0,"unsaturated/lignin"
227.0309583,"C8H8O6N2","CHON",1,0.75,0.3333,1.25,8,8,6,2,0,0,"unsaturated/lignin"
227.0349863,"C13H8O4","CHO",0.62,0.31,0.7273,0,13,8,4,0,0,0,"condensed aromatic"
227.035138,"C6H16O1N2S3","CHONS",2.67,0.17,-11,-0.3333,6,16,1,2,3,0,"aliphatic"
227.038402,"C10H12O4S1","CHOS",1.2,0.4,0.2857,-0.2,10,12,4,0,1,0,"unsaturated/lignin"
227.053646,"C14H12O1S1","CHOS",0.86,0.07,0.6,-0.5714,14,12,1,0,1,0,"aromatic"
227.0561288,"C10H12O6","CHO",1.2,0.6,0.2857,0,10,12,6,0,0,0,"unsaturated/lignin"
227.0673675,"C9H12O5N2","CHON",1.33,0.56,0.1111,0.4444,9,12,5,2,0,0,"unsaturated/lignin"
227.069033,"C7H17O6P1","CHOP",2.43,0.86,-1.3333,-0.7143,7,17,6,0,0,1,"aliphatic"
227.071399,"C14H12O3","CHO",0.86,0.21,0.6,-0.4286,14,12,3,0,0,0,"aromatic"
227.0772462,"C7H16O8","CHO",2.29,1.14,-1.3333,0,7,16,8,0,0,0,"aliphatic"
227.0925114,"C11H16O5","CHO",1.45,0.45,0.1765,-0.5455,11,16,5,0,0,0,"unsaturated/lignin"
227.1037468,"C10H16O4N2","CHON",1.6,0.4,0,-0.2,10,16,4,2,0,0,"aliphatic"
227.1078125,"C15H16O2","CHO",1.07,0.13,0.5,-0.8,15,16,2,0,0,0,"unsaturated/lignin"
227.1289103,"C12H20O4","CHO",1.67,0.33,0.1,-1,12,20,4,0,0,0,"aliphatic"
227.1401378,"C11H20O3N2","CHON",1.82,0.27,-0.0667,-0.7273,11,20,3,2,0,0,"aliphatic"
227.1652906,"C13H24O3","CHO",1.85,0.23,0.0435,-1.3846,13,24,3,0,0,0,"aliphatic"
227.2016582,"C14H28O2","CHO",2,0.14,0,-1.7143,14,28,2,0,0,0,"aliphatic"
227.985603,"C11H4O3N1P1","CHONP",0.36,0.27,1,0.4545,11,4,3,1,0,1,"condensed aromatic"
228.014947,"C8H7O7N1","CHON",0.88,0.88,0.4286,1.25,8,7,7,1,0,0,"unsaturated/lignin"
228.015908,"C9H11O2N1S2","CHONS",1.22,0.22,0.2,0,9,11,2,1,2,0,"unsaturated/lignin"
228.0513739,"C9H11O6N1","CHON",1.22,0.67,0.2,0.4444,9,11,6,1,0,0,"unsaturated/lignin"
228.054738,"C6H15O6N1S1","CHONS",2.5,1,-5,0.3333,6,15,6,1,1,0,"aliphatic"
